timestamp_ns,x,y,yaw_rad
1730829502691652536,3.4843752078111074,-3.81738493518499,1.290803486430196
1730829502711656570,3.484375207811101,-3.8173849351850078,1.2907858313441234
1730829502731704235,3.4843752078111074,-3.8173849351849882,1.2908246575558404
1730829502751626492,3.484375207810411,-3.8173849351874103,1.2907707722146666
1730829502771658897,3.484375207810857,-3.8173849351858578,1.2907735147790316
1730829502793697119,3.4843752078100247,-3.8173849351887577,1.2907839964811918
1730829502811710596,3.484375207810802,-3.8173849351860496,1.2908546556308638
1730829502831622362,3.484375207810096,-3.8173849351885027,1.2908458018682054
1730829502851681948,3.4843752078107593,-3.817384935186197,1.2907988604366025
1730829502871629000,3.484375207810047,-3.817384935188668,1.2908177987919072
1730829502891657114,3.4843752078107495,-3.817384935186223,1.29083816664274
1730829502911617994,3.484375207810053,-3.817384935188643,1.2908899544127075
1730829502931697369,3.4843752078090966,-3.817384935191971,1.2908768383219638
1730829502951645851,3.4843752078105408,-3.817384935186952,1.2908937308725954
1730829502971667290,3.4843752078098356,-3.817384935189399,1.2908913252701053
1730829502991886377,3.484375207811073,-3.8173849351851037,1.2909174144675861
1730829503011646986,3.4843752078105363,-3.8173849351869653,1.2908997668084805
1730829503031651497,3.4843752078108934,-3.81738493518572,1.290963070944812
1730829503051702738,3.4843752078110124,-3.817384935185306,1.2909352288882552
1730829503071645975,3.4843752078110657,-3.817384935185125,1.2909796021876596
1730829503091794491,3.484375207810493,-3.8173849351871216,1.290916722276824
1730829503111636162,3.4843752078108996,-3.817384935185704,1.290990870128932
1730829503131640434,3.484375207810302,-3.8173849351877833,1.2910180467404786
1730829503151640415,3.4843752078108383,-3.817384935185919,1.290965542157966
1730829503171631575,3.4843752078102477,-3.8173849351879725,1.2911211191301024
1730829503191819668,3.4843752078108152,-3.8173849351860007,1.2911554623099528
1730829503211645603,3.4843752078102415,-3.817384935187993,1.2911439683429844
1730829503231655359,3.4843752078108134,-3.817384935186005,1.2911853786079315
1730829503251656055,3.4843752078102512,-3.8173849351879627,1.2911920818651321
1730829503271755934,3.4843752078094776,-3.8173849351906513,1.2911990671501439
1730829503291670084,3.4843752078106367,-3.8173849351866163,1.2911593646777588
1730829503311652422,3.484375207810071,-3.8173849351885827,1.291154033742606
1730829503331655502,3.484375207811073,-3.817384935185093,1.2911366845436973
1730829503351614714,3.4843752078110835,-3.81738493518506,1.29120149801432
1730829503371661663,3.484375207811081,-3.81738493518507,1.2913123271874811
1730829503391680241,3.4843752078106154,-3.8173849351866944,1.2912724165730136
1730829503411655903,3.484375207810913,-3.8173849351856552,1.291177371757923
1730829503431633949,3.48437520781042,-3.8173849351873748,1.2911680313909613
1730829503451652288,3.48437520781085,-3.817384935185881,1.2911218498670736
1730829503471693039,3.4843752078103614,-3.8173849351875844,1.2911141157608899
1730829503493586779,3.484375207810787,-3.817384935186104,1.2910856564326505
1730829503511642218,3.484375207810347,-3.817384935187629,1.2910532045376033
1730829503531892776,3.4843752078108117,-3.817384935186014,1.2909809040663167
1730829503551723719,3.484375207810349,-3.8173849351876252,1.291019930830881
1730829503571653128,3.4843752078097148,-3.8173849351898306,1.291081636497125
1730829503591650963,3.4843752078106784,-3.8173849351864804,1.2910772275064732
1730829503611630678,3.4843752078102095,-3.8173849351881093,1.2910867990721013
1730829503631640196,3.484375207810752,-3.8173849351862166,1.2911535625473687
1730829503651610136,3.4843752078103143,-3.817384935187745,1.2910861767992003
1730829503671669960,3.4843752078107832,-3.8173849351861127,1.2910202799206592
1730829503693784714,3.484375207810882,-3.817384935185768,1.2911433815356803
1730829503711625099,3.48437520781099,-3.8173849351853915,1.291126260468092
1730829503731616020,3.4843752078106234,-3.8173849351866695,1.2910931750912666
1730829503751630545,3.4843752078108783,-3.817384935185783,1.2911060822593847
1730829503771646500,3.484375207810482,-3.8173849351871705,1.2910450605631727
1730829503791638851,3.484375207810839,-3.817384935185927,1.2911381216220612
1730829503811612129,3.4843752078104475,-3.817384935187295,1.291144070872004
1730829503831640720,3.4843752078108285,-3.8173849351859652,1.2911897085594841
1730829503851610184,3.484375207810445,-3.8173849351873037,1.291216012660755
1730829503871665239,3.4843752078108294,-3.8173849351859688,1.291262339976026
1730829503891625643,3.4843752078104546,-3.8173849351872735,1.2913537192609463
1730829503911721706,3.4843752078099413,-3.8173849351890676,1.2913796616088427
1730829503931642532,3.4843752078107175,-3.8173849351863542,1.2913796756329632
1730829503951650381,3.48437520781034,-3.8173849351876705,1.291329297748095
1730829503971625328,3.484375207810794,-3.817384935186088,1.291320863214824
1730829503991664886,3.4843752078104395,-3.817384935187325,1.2913566736509372
1730829504011621952,3.484375207811023,-3.8173849351852938,1.2913057889091268
1730829504031694889,3.4843752078110213,-3.817384935185298,1.29133999172774
1730829504051622152,3.4843752078110257,-3.817384935185284,1.2913295008197352
1730829504071632862,3.484375207810722,-3.8173849351863383,1.2912829114099762
1730829504091630459,3.4843752078109227,-3.8173849351856455,1.291353785595752
1730829504111614227,3.484375207810602,-3.817384935186763,1.2913136024046612
1730829504131658077,3.4843752078108845,-3.8173849351857796,1.2913549898137513
1730829504151612759,3.4843752078105674,-3.8173849351868827,1.2913183349240345
1730829504171641827,3.484375207810857,-3.8173849351858693,1.2913570600050333
1730829504191656113,3.484375207810545,-3.81738493518695,1.2913162995433713
1730829504211628675,3.4843752078108463,-3.817384935185903,1.2914041207541191
1730829504231659174,3.4843752078105434,-3.817384935186958,1.2913965731496595
1730829504251667261,3.4843752078101295,-3.8173849351883953,1.2913683717549356
1730829504271702051,3.4843752078107477,-3.817384935186244,1.2913505531991647
1730829504291658163,3.484375207810445,-3.8173849351873037,1.2913820981165676
1730829504311638832,3.484375207810984,-3.817384935185426,1.2913699282812463
1730829504331645012,3.4843752078107504,-3.8173849351862406,1.2912942972467536
1730829504351604223,3.484375207811109,-3.817384935184992,1.291283253669587
1730829504371689081,3.484375207810953,-3.8173849351855327,1.2912811480976303
1730829504391714096,3.484375207810976,-3.817384935185452,1.2912832280594175
1730829504411662817,3.484375207810729,-3.8173849351863107,1.2911972622613852
1730829504431624174,3.4843752078109014,-3.8173849351857094,1.2912168267305668
1730829504451626778,3.484375207810641,-3.8173849351866145,1.291263522225369
1730829504471785307,3.4843752078108694,-3.817384935185818,1.2912337688345332
1730829504492012501,3.484375207810609,-3.8173849351867246,1.2913363925786185
1730829504511652470,3.4843752078108596,-3.8173849351858435,1.291371522640078
1730829504531659126,3.484375207810612,-3.8173849351867086,1.291357400221129
1730829504551625252,3.484375207810858,-3.817384935185849,1.291411843863518
1730829504571653843,3.4843752078106136,-3.817384935186698,1.2914542581938946
1730829504591694593,3.4843752078102823,-3.8173849351878606,1.2914027992945725
1730829504611618996,3.4843752078107877,-3.8173849351860984,1.2914846110293443
1730829504631663084,3.4843752078105426,-3.8173849351869547,1.2914238061087313
1730829504651629925,3.484375207810977,-3.817384935185436,1.2913988481278373
1730829504671690702,3.4843752078107886,-3.817384935186094,1.2914057357182744
1730829504691635370,3.484375207810914,-3.817384935185659,1.291416876823287
1730829504711632252,3.4843752078109556,-3.8173849351855185,1.2912924835351751
1730829504731711388,3.4843752078109715,-3.817384935185459,1.2912760280749056
1730829504751643419,3.4843752078107726,-3.81738493518615,1.2911899429440215
1730829504771662235,3.484375207810912,-3.8173849351856677,1.2911590600809892
1730829504791679621,3.4843752078107024,-3.817384935186397,1.291168222228499
1730829504811718702,3.4843752078108854,-3.8173849351857574,1.2911631436141293
1730829504831659555,3.4843752078106793,-3.817384935186474,1.2911467735752191
1730829504851659298,3.484375207810879,-3.8173849351857796,1.2911517361651363
1730829504871693373,3.4843752078106776,-3.817384935186485,1.2911847354314356
1730829504891643047,3.4843752078108783,-3.8173849351857814,1.2911088828762218
1730829504911667824,3.484375207810683,-3.8173849351864653,1.291163615984274
1730829504931686640,3.484375207810413,-3.8173849351874023,1.2911166920927828
1730829504951632500,3.4843752078108197,-3.8173849351859865,1.2910955117008105
1730829504971646070,3.4843752078106216,-3.8173849351866758,1.291136458403439
1730829504991642714,3.484375207810856,-3.8173849351858533,1.291150114581215
1730829505011639118,3.4843752078106713,-3.8173849351865,1.291119787402871
1730829505031649828,3.484375207810975,-3.8173849351854403,1.29106027690784
1730829505051603079,3.4843752078110675,-3.817384935185117,1.2910564771592943
1730829505071719170,3.4843752078109698,-3.8173849351854527,1.291069978121618
1730829505091665745,3.4843752078108117,-3.817384935186006,1.291043386078868
1730829505111649752,3.4843752078109156,-3.817384935185641,1.2910844732673663
1730829505131631374,3.484375207810747,-3.817384935186228,1.2909495985806017
1730829505151647806,3.484375207810895,-3.817384935185714,1.291028937900178
1730829505171665192,3.484375207810728,-3.817384935186294,1.2910227417955553
1730829505191651106,3.484375207810887,-3.817384935185735,1.2910591222164418
1730829505211654902,3.4843752078109334,-3.8173849351855753,1.2910966274270683
1730829505231850147,3.4843752078109493,-3.817384935185514,1.2910689134951832
1730829505251652718,3.4843752078108055,-3.817384935186015,1.2911041900554967
1730829505271647453,3.4843752078109085,-3.8173849351856544,1.291079294571485
1730829505291652203,3.4843752078107557,-3.8173849351861864,1.290978721066434
1730829505311623335,3.4843752078108916,-3.8173849351857103,1.2909571071139123
1730829505331650496,3.4843752078107415,-3.8173849351862343,1.2909014843252786
1730829505351701498,3.484375207810887,-3.8173849351857263,1.29093879203202
1730829505371651411,3.4843752078107406,-3.817384935186238,1.2909079010208022
1730829505391647339,3.4843752078108863,-3.8173849351857254,1.2909471806166095
1730829505411623001,3.484375207810744,-3.8173849351862246,1.2910544185840267
1730829505431706905,3.484375207810547,-3.8173849351869085,1.2910838715254631
1730829505451632023,3.484375207810848,-3.81738493518587,1.2910591911872418
1730829505471662045,3.4843752078107024,-3.817384935186374,1.291099900366853
1730829505491656542,3.4843752078109564,-3.8173849351854856,1.2911816552702535
1730829505511671305,3.4843752078108454,-3.817384935185872,1.2911288670987038
1730829505531646252,3.4843752078109183,-3.817384935185619,1.2911616940206425
1730829505551653147,3.4843752078109413,-3.8173849351855362,1.2912218868449474
1730829505571725607,3.484375207810951,-3.8173849351855007,1.2911781508410693
1730829505591691732,3.484375207810834,-3.8173849351859075,1.2911670386135978
1730829505611622572,3.4843752078109165,-3.817384935185619,1.291129953019824
1730829505631630659,3.484375207810794,-3.817384935186045,1.291142886035647
1730829505651645184,3.484375207810906,-3.8173849351856632,1.2910717490046306
1730829505671671867,3.4843752078107832,-3.817384935186085,1.2911055187972318
1730829505691667795,3.484375207810966,-3.81738493518545,1.2910884744571969
1730829505711659431,3.4843752078109635,-3.81738493518546,1.2911561491696146
1730829505731660843,3.484375207810961,-3.8173849351854634,1.2911117575780717
1730829505751737118,3.484375207810855,-3.8173849351858276,1.2911523331863826
1730829505771669626,3.4843752078109227,-3.8173849351855966,1.291155490077208
1730829505793651581,3.4843752078107983,-3.8173849351860283,1.2911613256400563
1730829505811641216,3.484375207810914,-3.8173849351856286,1.2911450640990927
1730829505831686020,3.4843752078108072,-3.817384935185998,1.291024898521652
1730829505851615667,3.4843752078109067,-3.8173849351856526,1.291047766457573
1730829505871619225,3.4843752078108,-3.817384935186022,1.2910598633873058
1730829505891638994,3.484375207810906,-3.817384935185659,1.2910354676175588
1730829505911823034,3.4843752078108,-3.8173849351860256,1.291089677639572
1730829505931667805,3.484375207810658,-3.8173849351865194,1.2911004632310528
1730829505951624393,3.484375207810864,-3.8173849351858027,1.2910131123924156
1730829505971651793,3.4843752078107593,-3.8173849351861686,1.2911104075317876
1730829505993571520,3.484375207810874,-3.817384935185767,1.2911273779719716
1730829506011677742,3.4843752078107824,-3.8173849351860834,1.2910849313164006
1730829506031631947,3.4843752078108907,-3.817384935185711,1.2910221321235908
1730829506051618814,3.484375207810921,-3.817384935185609,1.29100495193002
1730829506071625233,3.4843752078109342,-3.8173849351855647,1.2910154265795322
1730829506091675282,3.484375207810848,-3.817384935185863,1.2910887624945926
1730829506111679077,3.484375207810911,-3.8173849351856455,1.2910906022360862
1730829506131690025,3.4843752078108223,-3.8173849351859572,1.2910682075080224
1730829506151650667,3.484375207810904,-3.817384935185673,1.2911425483987553
1730829506171653509,3.484375207810816,-3.8173849351859803,1.2911600949566617
1730829506193893909,3.4843752078108925,-3.817384935185711,1.2911836789470896
1730829506211663723,3.4843752078108152,-3.817384935185984,1.2911789387050192
1730829506231647253,3.4843752078109005,-3.817384935185688,1.2912310132356768
1730829506251740456,3.484375207810817,-3.817384935185984,1.2912816925529254
1730829506271651983,3.4843752078107015,-3.8173849351863836,1.291269786089978
1730829506291651249,3.4843752078108756,-3.8173849351857787,1.2913445455231947
1730829506311654329,3.4843752078107912,-3.8173849351860745,1.2913340494075871
1730829506331631899,3.4843752078109405,-3.817384935185555,1.291337630329556
1730829506351729631,3.4843752078108756,-3.8173849351857823,1.2913487709502702
1730829506371882915,3.484375207810919,-3.817384935185633,1.2913169258807764
1730829506391635180,3.4843752078109342,-3.817384935185579,1.2913585241416115
1730829506411665201,3.4843752078109405,-3.8173849351855575,1.291426901150144
1730829506431641817,3.4843752078108703,-3.8173849351857965,1.2914556102053516
1730829506451649427,3.4843752078109183,-3.8173849351856286,1.2914234125135489
1730829506471657991,3.4843752078108463,-3.817384935185881,1.2914382624334455
1730829506493621588,3.484375207810905,-3.8173849351856783,1.2914533449781818
1730829506511646032,3.484375207810839,-3.8173849351859066,1.2914269557682396
1730829506531651497,3.4843752078109076,-3.8173849351856695,1.291448797158134
1730829506551607370,3.484375207810839,-3.817384935185912,1.2914432792244306
1730829506571630716,3.4843752078109085,-3.817384935185673,1.2913583273745377
1730829506591795921,3.484375207810839,-3.817384935185912,1.2913996515530015
1730829506611696959,3.484375207810747,-3.8173849351862335,1.2914353339865587
1730829506631665707,3.484375207810888,-3.8173849351857485,1.291438987003521
1730829506651618004,3.4843752078108206,-3.8173849351859848,1.291374357452169
