Timestamp,x1,x2,x3,x4,x5,y1,y2,y3,y4,y5,rx,ry,r_yaw
1730818265996171520,1.09,0.38,1.01,-1.06,10.36,1.16,9.91,0.12,11.1,-0.91,2.944212010446871,-0.6362041527502513,-0.09245892982932907
1730818266096309504,1.09,0.38,1.02,-1.05,10.36,1.17,9.92,0.11,11.1,-0.91,2.9442979775777367,-0.636683523316057,-0.09243361831698366
1730818266196382208,1.09,0.38,1.02,-1.05,10.36,1.17,9.92,0.1,11.1,-0.91,2.9443755150269357,-0.6366592397035937,-0.09230180055978127
1730818266296349184,1.09,0.38,1.02,-1.04,10.36,1.18,9.92,0.09,11.09,-0.91,2.944527800716904,-0.6365863852492231,-0.09236681862656038
1730818266396402432,1.09,0.38,1.02,-1.03,10.36,1.18,9.93,0.08,11.09,-0.91,2.9460479382670774,-0.6365707883636949,-0.09263775666820898
1730818266496395264,1.09,0.37,1.03,-1.02,10.36,1.19,9.93,0.07,11.09,-0.91,2.9441488697787674,-0.636937816388105,-0.09235098663576316
1730818266596218624,1.09,0.37,1.03,-1.01,10.36,1.19,9.93,0.07,11.09,-0.91,2.9453757338303266,-0.6371417152052166,-0.09230886275311337
1730818266696243456,1.09,0.37,1.03,-1.0,10.36,1.2,9.93,0.06,11.09,-0.91,2.9460747687977733,-0.6363065158808636,-0.09259617308007898
1730818266796342272,1.1,0.37,1.04,-1.0,10.36,1.2,9.94,0.05,11.09,-0.91,2.9465247805032693,-0.6350808424666372,-0.09263437695095075
1730818266896287488,1.1,0.37,1.04,-0.99,10.36,1.21,9.94,0.04,11.09,-0.91,2.945217483849108,-0.6363304493375088,-0.09236456699007767
1730818266996258304,1.1,0.37,1.04,-0.98,10.36,1.21,9.94,0.03,11.09,-0.91,2.944905373224921,-0.6366319726596412,-0.09248771406977616
1730818267096355328,1.1,0.36,1.04,-0.98,10.36,1.21,9.93,0.03,11.09,-0.92,2.9459271440318635,-0.6368178848916224,-0.09250019208476065
1730818267196279296,1.1,0.36,1.04,-0.98,10.37,1.2,9.92,0.04,11.09,-0.92,2.9457329072067253,-0.6374506611367865,-0.09230971041457536
1730818267296244480,1.1,0.36,1.04,-0.98,10.37,1.19,9.9,0.04,11.09,-0.92,2.9440707966175905,-0.637348678866573,-0.09221208857181756
1730818267396335360,1.1,0.36,1.04,-0.98,10.38,1.19,9.89,0.04,11.09,-0.92,2.9462414690164596,-0.6362004290294401,-0.09249913821648476
1730818267496355328,1.1,0.36,1.04,-0.98,10.38,1.18,9.88,0.04,11.09,-0.92,2.9459004950109136,-0.6369710461372018,-0.09242469492258545
1730818267596366336,1.11,0.35,1.04,-0.98,10.38,1.17,9.87,0.04,11.09,-0.92,2.9443174053388446,-0.6364103380737016,-0.09227304749747586
1730818267696409344,1.11,0.35,1.04,-0.98,10.39,1.17,9.85,0.04,11.09,-0.92,2.9444050551018814,-0.6367888657722047,-0.09220113482622827
1730818267796278528,1.11,0.35,1.04,-0.98,10.39,1.16,9.84,0.04,11.09,-0.92,2.9453559960440385,-0.637028726266206,-0.09241596912908337
1730818267896328448,1.11,0.35,1.04,-0.98,10.4,1.15,9.83,0.04,11.09,-0.92,2.944390564032613,-0.6354253789884239,-0.09256328052248655
1730818267996388352,1.11,0.35,1.04,-0.98,10.4,1.15,9.81,0.04,11.09,-0.92,2.9450817212313365,-0.6367844202960702,-0.09232658426850757
1730818268096440576,1.11,0.34,1.04,-0.98,10.4,1.14,9.8,0.04,11.09,-0.92,2.9458751551772986,-0.6379882819917388,-0.09224107938422196
1730818268196426496,1.11,0.34,1.04,-0.98,10.41,1.13,9.79,0.04,11.09,-0.92,2.9440070548765567,-0.6371610474720846,-0.09250715620020697
1730818268296398336,1.12,0.34,1.04,-0.98,10.41,1.13,9.78,0.05,11.09,-0.92,2.9463279508761255,-0.6358823246675627,-0.09248275535336706
1730818268396414464,1.12,0.34,1.04,-0.98,10.42,1.12,9.76,0.05,11.09,-0.92,2.9439550763831996,-0.6356149496321999,-0.09261018833580437
1730818268496418560,1.12,0.34,1.05,-0.98,10.42,1.11,9.75,0.05,11.09,-0.92,2.9454239452821285,-0.6377373011796159,-0.09210873079046136
1730818268596438528,1.12,0.33,1.05,-0.98,10.43,1.11,9.74,0.05,11.09,-0.92,2.9459376365869896,-0.6370290812946902,-0.09239086427527396
1730818268696385280,1.12,0.33,1.05,-0.98,10.43,1.1,9.72,0.05,11.09,-0.92,2.9552859595764693,-0.637848168190378,-0.10095959604596366
1730818268796381440,1.12,0.33,1.05,-0.98,10.43,1.09,9.71,0.05,11.09,-0.92,2.970524635473213,-0.6391921088174666,-0.11526874057567896
1730818268896401408,1.12,0.33,1.05,-0.98,10.44,1.08,9.7,0.05,11.09,-0.92,2.9979100851390257,-0.6417937788063335,-0.12560866112913727
1730818268996348416,1.12,0.33,1.05,-0.98,10.44,1.08,9.69,0.05,11.08,-0.92,3.031709958282041,-0.6459107005311306,-0.13133185229902947
1730818269096279296,1.13,0.33,1.05,-0.98,10.46,1.08,9.67,0.05,11.08,-0.92,3.062842258503184,-0.6520758971652136,-0.13297420383579586
1730818269196325632,1.13,0.32,1.05,-0.98,10.48,1.08,9.66,0.05,11.08,-0.92,3.081301517219866,-0.6557325376618537,-0.12934173755068756
1730818269296248320,1.13,0.32,1.05,-0.98,10.5,1.09,9.65,0.05,11.08,-0.92,3.1076238158619005,-0.6617098599704836,-0.12173260308152986
1730818269396455168,1.13,0.32,1.05,-0.98,10.52,1.09,9.63,0.06,11.08,-0.93,3.134204294426199,-0.6670325146267349,-0.12122487699029985
1730818269496384256,1.13,0.32,1.05,-0.98,10.54,1.09,9.62,0.06,11.08,-0.93,3.160986394659325,-0.6729860092834996,-0.11880064406732566
1730818269596419328,1.13,0.32,1.05,-0.98,10.56,1.09,9.61,0.06,11.08,-0.93,3.1841641150779525,-0.6759892425591021,-0.11492609181335886
1730818269696458240,1.13,0.31,1.05,-0.98,10.58,1.1,9.6,0.06,11.08,-0.93,3.2045780580173835,-0.6761468918136291,-0.11269234227480016
1730818269796481280,1.13,0.31,1.05,-0.98,10.6,1.1,9.58,0.06,11.08,-0.93,3.223066680900175,-0.6796468825464175,-0.10579020903669625
1730818269896443392,1.14,0.31,1.05,-0.98,10.61,1.1,9.57,0.06,11.08,-0.93,3.2478327011921166,-0.6827107998467852,-0.10125884309701846
1730818269996291328,1.14,0.31,1.05,-0.98,10.63,1.11,9.56,0.06,11.08,-0.93,3.2769794217045645,-0.6881084946260265,-0.09333491000325855
1730818270096364288,1.14,0.31,1.05,-0.98,10.62,1.09,9.48,0.06,11.08,-0.93,3.2917131382388005,-0.6908814422582135,-0.08832622534328746
1730818270196498432,1.14,0.3,1.05,-0.99,10.61,1.08,9.39,0.06,11.08,-0.93,3.3143050457974454,-0.6941039604414343,-0.08761449493508167
1730818270296483328,1.14,0.3,1.05,-0.99,10.6,1.06,9.31,0.05,11.08,-0.93,3.3338933485647333,-0.696988061050114,-0.08866028747716698
1730818270396311552,1.14,0.3,1.05,-0.99,10.59,1.05,9.23,0.05,11.08,-0.93,3.3575110383658804,-0.698978660812416,-0.09065650402842917
1730818270496348416,1.14,0.3,1.05,-0.99,10.58,1.04,9.15,0.05,11.08,-0.93,3.373274900672322,-0.7026109073964997,-0.09112694184423756
1730818270596348160,1.14,0.3,1.05,-0.99,10.57,1.02,9.06,0.04,11.08,-0.93,3.393209004854751,-0.7043020713231325,-0.09449845691247857
1730818270696368384,1.15,0.3,1.05,-0.99,10.56,1.01,8.98,0.04,11.08,-0.93,3.4172480531687777,-0.70746516080723,-0.10357621964452376
1730818270796505344,1.15,0.29,1.05,-0.99,10.55,1.0,8.9,0.04,11.08,-0.93,3.437335257507754,-0.7121931416078584,-0.11395377076240695
