Timestamp,x1,x2,x3,x4,x5,y1,y2,y3,y4,y5,rx,ry,r_yaw
1730825092434514176,9.92,-0.08,10.37,-1.21,10.76,0.79,1.99,0.78,2.18,-2.22,3.1214223365505993,-0.6242975917421894,0.029267408906588833
1730825092534572288,9.92,-0.07,10.39,-1.2,10.75,0.79,1.99,0.78,2.18,-2.21,3.1208006150678655,-0.6242620193393411,0.029291973219369237
1730825092634563328,9.92,-0.07,10.4,-1.18,10.75,0.79,1.99,0.78,2.18,-2.2,3.1215420728991723,-0.6239982384045304,0.029431142464779236
1730825092734657536,9.92,-0.07,10.42,-1.16,10.75,0.8,1.99,0.78,2.17,-2.19,3.1202756760544816,-0.6240455112216512,0.029289989887877933
1730825092834532352,9.92,-0.07,10.43,-1.15,10.75,0.8,1.99,0.78,2.17,-2.19,3.120449011288534,-0.6244882820687967,0.029132338117896235
1730825092934460416,9.92,-0.06,10.45,-1.13,10.75,0.8,1.99,0.78,2.17,-2.18,3.1221219976134718,-0.624609531984869,0.029411087563951333
1730825093034390528,9.92,-0.06,10.46,-1.11,10.75,0.8,1.99,0.78,2.16,-2.17,3.1238975522813157,-0.6224249630445158,0.028819942292135338
1730825093134497280,9.92,-0.06,10.48,-1.1,10.75,0.8,1.99,0.78,2.16,-2.16,3.120877113164623,-0.6242578435115611,0.029145514634742235
1730825093234451200,9.92,-0.06,10.49,-1.08,10.75,0.8,1.99,0.78,2.15,-2.16,3.1200747791281813,-0.6235393129273055,0.02892380752024134
1730825093334420480,9.92,-0.05,10.5,-1.06,10.75,0.8,1.98,0.78,2.15,-2.15,3.120553704829809,-0.6238539692496512,0.029265460813161635
1730825093434454528,9.92,-0.05,10.52,-1.05,10.75,0.8,1.98,0.78,2.15,-2.14,3.120589097058821,-0.6238905414739149,0.029338730267717737
1730825093534454272,9.91,-0.05,10.55,-1.05,10.76,0.82,1.98,0.78,2.15,-2.14,3.120768728523912,-0.6233559062244667,0.029100900262951437
1730825093634448384,9.91,-0.06,10.57,-1.06,10.77,0.84,1.98,0.78,2.15,-2.15,3.120829198449522,-0.624048931952847,0.029220171644667135
1730825093734375424,9.9,-0.06,10.6,-1.06,10.78,0.86,1.98,0.78,2.15,-2.15,3.1199265749227094,-0.6248379812766305,0.029318822759510338
1730825093834450432,9.9,-0.06,10.62,-1.07,10.8,0.88,1.98,0.78,2.15,-2.15,3.121568488536114,-0.62438801526315,0.02922339516485624
1730825093934440448,9.89,-0.06,10.65,-1.07,10.81,0.89,1.98,0.78,2.15,-2.16,3.1206425820194976,-0.6249368273989602,0.029427844703599833
1730825094034333440,9.89,-0.06,10.68,-1.08,10.82,0.91,1.98,0.78,2.15,-2.16,3.121115502004046,-0.6237013482659579,0.029212813981706637
1730825094134346240,9.88,-0.06,10.7,-1.08,10.83,0.93,1.98,0.78,2.15,-2.16,3.124086433548729,-0.6240090369402975,0.029012969688381733
