Timestamp,x1,x2,x3,x4,x5,y1,y2,y3,y4,y5,rx,ry,r_yaw
1730825391331893504,9.6,0.32,11.22,-1.67,2.25,-3.13,1.95,-1.94,3.08,-0.44,8.22607875533573,-0.7842862198506142,-5.500393174156376e-05
1730825391431834368,9.63,0.32,11.22,-1.67,2.25,-3.13,1.95,-1.94,3.08,-0.44,8.226862707555949,-0.7843444270166962,-0.00028117310142666135
1730825391531785472,9.67,0.33,11.22,-1.67,2.25,-3.13,1.95,-1.94,3.08,-0.44,8.228080205801012,-0.7842307412069618,-0.000605624354883566
1730825391631916288,9.7,0.34,11.22,-1.67,2.25,-3.13,1.95,-1.94,3.08,-0.44,8.227240752845075,-0.7838614641830686,-0.00026630998445136694
1730825391734098432,9.74,0.35,11.22,-1.67,2.25,-3.13,1.95,-1.94,3.08,-0.44,8.22860844939587,-0.7843265823353232,-0.0001694586751997615
1730825391832005376,9.77,0.36,11.22,-1.67,2.25,-3.13,1.95,-1.94,3.08,-0.44,8.227858916711943,-0.7841017413381093,-0.00012879595512966385
1730825391931972352,9.8,0.37,11.22,-1.67,2.25,-3.13,1.95,-1.94,3.09,-0.44,8.227097653728073,-0.7846549960522802,0.00013394652546243335
1730825392031956480,9.84,0.37,11.22,-1.67,2.25,-3.13,1.95,-1.94,3.09,-0.44,8.226859524881323,-0.7838850810418809,-0.0002687120604343632
1730825392131927296,9.87,0.38,11.22,-1.67,2.25,-3.13,1.95,-1.94,3.09,-0.44,8.227275730117892,-0.7844482945789291,-0.0006638936910624629
1730825392231973376,9.91,0.39,11.22,-1.67,2.25,-3.13,1.95,-1.94,3.09,-0.44,8.22557518185314,-0.7849269066811373,0.0004439079011548386
1730825392331850240,9.94,0.4,11.22,-1.67,2.25,-3.13,1.95,-1.94,3.09,-0.44,8.227116203604988,-0.7850823265597087,0.0008160145636199392
1730825392431971328,9.95,0.43,11.22,-1.67,2.25,-3.13,1.95,-1.94,3.09,-0.44,8.2261540030313,-0.7846229210573172,0.000708355458877534
