Timestamp,x1,x2,x3,x4,x5,y1,y2,y3,y4,y5,rx,ry,r_yaw
1730826354823092480,11.1,0.24,11.21,-1.86,7.28,-7.48,4.35,-6.25,6.04,-5.06,9.137318249948988,-2.133713948678016,3.122872292175343
1730826354923122432,11.1,0.24,11.21,-1.86,7.27,-7.47,4.36,-6.25,6.04,-5.06,9.137976206999854,-2.133793616856383,3.123270612470522
1730826355023061248,11.1,0.24,11.21,-1.86,7.26,-7.45,4.37,-6.24,6.03,-5.06,9.13908267773918,-2.1331140445300276,3.123545696188559
1730826355123164416,11.1,0.24,11.21,-1.86,7.25,-7.43,4.38,-6.23,6.03,-5.05,9.138363997266746,-2.1335836744521046,3.1233831578980835
1730826355223099392,11.1,0.24,11.21,-1.86,7.25,-7.42,4.39,-6.22,6.03,-5.05,9.138290168100095,-2.1327918127045535,3.1234755421594063
1730826355323123456,11.1,0.24,11.21,-1.87,7.24,-7.4,4.4,-6.21,6.03,-5.05,9.137851446385358,-2.1322501987334017,3.123603930133691
1730826355423102464,11.1,0.24,11.21,-1.87,7.23,-7.38,4.4,-6.2,6.03,-5.04,9.139289704117939,-2.1328377943522083,3.123735746923298
1730826355523179520,11.1,0.24,11.21,-1.87,7.22,-7.37,4.41,-6.19,6.03,-5.04,9.138715838799916,-2.1323308464753987,3.123619449019913
1730826355623063552,11.1,0.24,11.21,-1.87,7.21,-7.35,4.42,-6.18,6.03,-5.04,9.138216553238513,-2.131775734060372,3.12400463657288
1730826355723115520,11.1,0.24,11.21,-1.87,7.2,-7.34,4.43,-6.17,6.03,-5.04,9.13822529348395,-2.1330239685794163,3.1235501621493698
1730826355823108352,11.1,0.24,11.21,-1.87,7.19,-7.32,4.44,-6.16,6.03,-5.03,9.13891600185063,-2.1336384629452354,3.12352254553186
1730826355923240448,11.1,0.24,11.21,-1.87,7.19,-7.3,4.47,-6.16,6.03,-5.03,9.138964518146253,-2.132109166136392,3.123780880577965
1730826356023164160,11.1,0.24,11.21,-1.87,7.18,-7.29,4.5,-6.15,6.02,-5.03,9.138716153855393,-2.1331112329424204,3.1236206476243047
1730826356123183360,11.1,0.24,11.2,-1.87,7.17,-7.27,4.54,-6.15,6.02,-5.03,9.13964135261095,-2.1325021576993852,3.1237273795607154
1730826356223133440,11.1,0.24,11.2,-1.87,7.16,-7.26,4.57,-6.15,6.02,-5.02,9.140877275574264,-2.132912669581889,3.1240697197521228
1730826356323131392,11.1,0.24,11.2,-1.87,7.15,-7.24,4.6,-6.14,6.02,-5.02,9.139149446286135,-2.132789160574847,3.123714594384862
1730826356423190272,11.1,0.24,11.2,-1.87,7.14,-7.22,4.64,-6.14,6.02,-5.02,9.140747219718449,-2.1329586816756185,3.1236872799303717
1730826356523139584,11.1,0.24,11.2,-1.87,7.13,-7.21,4.67,-6.14,6.02,-5.01,9.140123405215025,-2.1322306639186657,3.1239520593682455
1730826356623097344,11.1,0.24,11.2,-1.87,7.12,-7.19,4.7,-6.13,6.02,-5.01,9.140206500638604,-2.1322659823356953,3.123750826936701
1730826356723066624,11.1,0.24,11.2,-1.87,7.12,-7.18,4.73,-6.13,6.02,-5.01,9.141395704312654,-2.131779126843775,3.124007033731526
1730826356823011328,11.1,0.24,11.2,-1.87,7.11,-7.16,4.77,-6.13,6.02,-5.01,9.140512817273544,-2.132360231674733,3.123890408434115
1730826356923076352,11.1,0.24,11.2,-1.87,7.1,-7.14,4.85,-6.14,6.01,-5.0,9.140523806326165,-2.1317999346927015,3.1238199795822985
1730826357023059456,11.1,0.24,11.2,-1.87,7.09,-7.13,4.93,-6.16,6.01,-5.0,9.140881701173472,-2.131691155163148,3.124132611908054
1730826357123117568,11.1,0.24,11.2,-1.87,7.08,-7.11,5.01,-6.17,6.01,-5.0,9.139873074799137,-2.1316996763725746,3.124028840169075
1730826357223117312,11.1,0.23,11.2,-1.87,7.07,-7.09,5.1,-6.18,6.01,-5.0,9.141303143704135,-2.1311854602116425,3.1240270748516767
1730826357322998272,11.1,0.23,11.2,-1.87,7.06,-7.08,5.18,-6.2,6.01,-4.99,9.141004125579448,-2.131568141956536,3.1241640119966325
1730826357423055360,11.1,0.23,11.2,-1.88,7.05,-7.06,5.26,-6.21,6.01,-4.99,9.141063825782624,-2.130390602885733,3.1242433835954597
1730826357523081216,11.1,0.23,11.2,-1.88,7.05,-7.05,5.34,-6.22,6.01,-4.99,9.141571192762331,-2.1307608645992016,3.1241581762076778
1730826357623103488,11.1,0.23,11.2,-1.88,7.04,-7.03,5.43,-6.24,6.01,-4.98,9.140788645707966,-2.130760556028084,3.1239858171411514
1730826357723018496,11.1,0.23,11.2,-1.88,7.03,-7.01,5.51,-6.25,6.01,-4.98,9.140659792474914,-2.1307733425859414,3.1240519029455314
1730826357823022336,11.1,0.23,11.19,-1.88,7.02,-7.0,5.59,-6.27,6.01,-4.98,9.141333588877389,-2.130530012853535,3.1244607196075145
1730826357922939392,11.1,0.23,11.19,-1.88,7.01,-6.98,5.63,-6.27,6.0,-4.98,9.141199240729769,-2.1306179815649724,3.1243982468433575
1730826358023140352,11.1,0.23,11.19,-1.88,7.0,-6.97,5.67,-6.28,6.0,-4.97,9.139768009143259,-2.1309044701492974,3.123838719717236
1730826358123092480,11.1,0.23,11.19,-1.88,6.99,-6.95,5.7,-6.28,6.0,-4.97,9.140655233612634,-2.1308350270095184,3.123915696392917
1730826358223048448,11.1,0.23,11.19,-1.88,6.98,-6.93,5.74,-6.29,6.0,-4.97,9.14072827803204,-2.130440574955612,3.1243971080794286
1730826358323128576,11.1,0.23,11.19,-1.88,6.98,-6.92,5.77,-6.29,6.0,-4.97,9.142126604974779,-2.130713885270645,3.124292560070435
1730826358423164416,11.1,0.23,11.19,-1.88,6.97,-6.9,5.81,-6.3,6.0,-4.96,9.142327199706147,-2.1308578216136285,3.124639908192051
1730826358523065600,11.1,0.23,11.19,-1.88,6.96,-6.88,5.85,-6.3,6.0,-4.96,9.140917324995257,-2.1309018959919843,3.123902122951488
1730826358623081472,11.1,0.23,11.19,-1.88,6.95,-6.87,5.88,-6.31,6.0,-4.96,9.142158065735886,-2.1305523155920345,3.12413732397979
1730826358723103488,11.1,0.23,11.19,-1.88,6.94,-6.85,5.92,-6.31,6.0,-4.95,9.140987499690315,-2.130501029504125,3.1243218567867626
1730826358823085568,11.1,0.23,11.19,-1.88,6.93,-6.84,5.96,-6.32,5.99,-4.95,9.140135791169824,-2.1303477755263684,3.12414891273315
1730826358923195392,11.1,0.23,11.19,-1.88,6.93,-6.82,5.99,-6.32,5.99,-4.95,9.141779960144214,-2.1314770153413276,3.124126574655115
1730826359023219456,11.1,0.23,11.19,-1.88,6.93,-6.81,6.03,-6.33,5.99,-4.95,9.140311963230356,-2.130525714440794,3.124113611155775
1730826359123183360,11.1,0.23,11.19,-1.88,6.93,-6.79,6.07,-6.33,5.99,-4.94,9.140369294658596,-2.130875310324633,3.1241496210568416
1730826359223161344,11.1,0.23,11.19,-1.88,6.93,-6.78,6.1,-6.34,5.99,-4.94,9.142542971507778,-2.130592279374565,3.124125670371127
1730826359323109376,11.1,0.23,11.19,-1.88,6.93,-6.76,6.14,-6.34,5.99,-4.94,9.142861418353057,-2.131254134355535,3.124151744543757
1730826359423176192,11.1,0.23,11.19,-1.88,6.93,-6.75,6.18,-6.35,5.99,-4.93,9.138921501348122,-2.1348991143600413,3.153566713078102
1730826359523109376,11.1,0.23,11.18,-1.89,6.92,-6.73,6.21,-6.36,5.99,-4.93,9.128331519404117,-2.134721855875737,3.199643852549787
1730826359623293440,11.1,0.22,11.18,-1.89,6.92,-6.72,6.25,-6.36,5.99,-4.93,9.11315510960187,-2.1342023903746825,-3.072862121075857
1730826359723125248,11.1,0.22,11.18,-1.89,6.92,-6.7,6.29,-6.37,5.99,-4.93,9.090594438829996,-2.1348536039613744,-3.0793323448216534
1730826359823129344,11.1,0.22,11.18,-1.89,6.92,-6.69,6.32,-6.37,5.98,-4.92,9.066479433878996,-2.1320101142508725,-3.0729741339541468
1730826359923131136,11.1,0.23,11.18,-1.89,6.83,-6.66,6.37,-6.4,5.99,-4.85,9.044304185869954,-2.1324252520065308,-3.0610946660319804
1730826360023102208,11.1,0.23,11.18,-1.89,6.75,-6.64,6.41,-6.42,6.0,-4.78,9.0287483598013,-2.1328583420848597,-3.0502928381286956
1730826360123197440,11.09,0.23,11.18,-1.89,6.66,-6.62,6.45,-6.44,6.01,-4.7,9.007599262033377,-2.1325516540161944,-3.0356284063908605
1730826360223139584,11.09,0.24,11.18,-1.89,6.57,-6.59,6.49,-6.47,6.01,-4.63,8.981263641547498,-2.1353679998602577,-3.018601701566566
1730826360323204608,11.09,0.24,11.18,-1.89,6.49,-6.57,6.53,-6.49,6.02,-4.56,8.9569379864032,-2.137970147250279,-3.0088201975311204
1730826360423178496,11.09,0.24,11.18,-1.89,6.4,-6.55,6.58,-6.52,6.03,-4.49,8.94062005055811,-2.1382493591670197,-3.0074943302430084
1730826360523117568,11.09,0.25,11.18,-1.89,6.31,-6.52,6.62,-6.54,6.04,-4.41,8.916465703194653,-2.1410829410453838,-3.0135784575575704
1730826360623129344,11.09,0.25,11.18,-1.89,6.23,-6.5,6.66,-6.57,6.04,-4.34,8.890922020140053,-2.1435491494803194,-3.0276429027215457
1730826360723149568,11.09,0.25,11.18,-1.89,6.14,-6.48,6.7,-6.59,6.05,-4.27,8.857798686829181,-2.1428402091409264,-3.0330256937206244
1730826360823109376,11.09,0.26,11.18,-1.89,6.05,-6.46,6.75,-6.61,6.06,-4.19,8.82864496487208,-2.1453415515681584,-3.0308859889317445
1730826360923131392,11.09,0.25,11.18,-1.89,6.01,-6.45,6.75,-6.58,6.06,-4.1,8.805484214179666,-2.145229427607196,-3.0332678930856707
1730826361023123456,11.09,0.25,11.18,-1.89,5.97,-6.44,6.75,-6.56,6.06,-4.01,8.775420191792914,-2.1462402078491047,-3.051173585833379
1730826361123158528,11.09,0.25,11.18,-1.89,5.93,-6.43,6.75,-6.53,6.05,-3.92,8.745421526572178,-2.146906754842218,-3.0725086917262363
1730826361223084544,11.09,0.24,11.17,-1.89,5.88,-6.42,6.75,-6.5,6.05,-3.83,8.708044134797195,-2.14624853612244,-3.0748575329437355
1730826361323127552,11.09,0.24,11.17,-1.89,5.84,-6.41,6.76,-6.47,6.05,-3.74,8.685037847168779,-2.146391720086138,-3.0732732228597532
1730826361423066368,11.09,0.24,11.17,-1.89,5.8,-6.4,6.76,-6.44,6.05,-3.65,8.652702380562044,-2.1471104836127055,-3.0722628432716066
1730826361522963200,11.09,0.23,11.17,-1.89,5.76,-6.39,6.76,-6.41,6.05,-3.56,8.621692542752042,-2.14649763242643,-3.0777274468706564
1730826361622972160,11.09,0.23,11.17,-1.89,5.71,-6.38,6.76,-6.38,6.05,-3.47,8.589197365408111,-2.1457606154757096,3.192765100282241
1730826361723042560,11.09,0.23,11.17,-1.9,5.67,-6.37,6.77,-6.35,6.05,-3.38,8.548229978354154,-2.1447418823078497,3.1894293693869162
1730826361823082496,11.09,0.22,11.17,-1.9,5.63,-6.36,6.77,-6.32,6.05,-3.29,8.52381643504854,-2.1438893016982483,3.1894795496322876
1730826361923201280,11.09,0.22,11.17,-1.9,5.57,-6.38,6.77,-6.31,6.05,-3.21,8.48827904413735,-2.143991636040691,3.1821829131958386
1730826362023157248,11.09,0.22,11.17,-1.9,5.51,-6.39,6.77,-6.3,6.05,-3.12,8.455264956559072,-2.1421232373996637,3.1583132839539636
1730826362123207424,11.09,0.22,11.17,-1.9,5.46,-6.41,6.77,-6.29,6.06,-3.04,8.416129592475476,-2.141228911087254,3.1348560882245042
1730826362223170304,11.09,0.22,11.17,-1.9,5.4,-6.42,6.77,-6.28,6.06,-2.95,8.389349211804289,-2.1404656818272754,3.1314413847151807
1730826362323146240,11.09,0.22,11.17,-1.9,5.34,-6.44,6.77,-6.28,6.06,-2.86,8.360817011307661,-2.1378527802860163,3.131221635781481
1730826362423107328,11.09,0.22,11.17,-1.9,5.28,-6.46,6.77,-6.27,6.07,-2.78,8.327165795405383,-2.133768772195533,3.126137047678411
1730826362523134208,11.09,0.22,11.17,-1.9,5.22,-6.47,6.77,-6.26,6.07,-2.69,8.287564495719046,-2.1298715098036087,3.097373791094048
1730826362623235584,11.1,0.22,11.17,-1.9,5.16,-6.49,6.77,-6.25,6.07,-2.61,8.257175464302785,-2.1261319702234442,3.0745309163252506
1730826362723209472,11.1,0.22,11.17,-1.9,5.11,-6.5,6.77,-6.24,6.08,-2.52,8.23182181962464,-2.123719271446676,3.0724054462307238
1730826362823105280,11.1,0.22,11.17,-1.9,5.05,-6.52,6.77,-6.23,6.08,-2.44,8.199471097045397,-2.1192638321479302,3.074153876329791
1730826362923033344,11.1,0.22,11.16,-1.9,5.01,-6.49,6.78,-6.24,6.1,-2.37,8.16659557123503,-2.1148637129433006,3.075131070935142
1730826363023184384,11.1,0.22,11.16,-1.9,4.98,-6.47,6.79,-6.25,6.12,-2.31,8.126171155411274,-2.111185077227586,3.0874783529059817
1730826363123126528,11.1,0.22,11.16,-1.9,4.94,-6.44,6.81,-6.27,6.13,-2.25,8.099649870757046,-2.1083976663156245,3.1016165555259962
1730826363223128320,11.1,0.22,11.16,-1.9,4.9,-6.42,6.82,-6.28,6.15,-2.18,8.066134570085753,-2.104983423837125,3.1184780698446835
1730826363323191296,11.1,0.22,11.16,-1.9,4.87,-6.39,6.84,-6.29,6.17,-2.12,8.032109800503205,-2.102787157438087,3.1223009797605368
1730826363423160320,11.1,0.22,11.16,-1.9,4.83,-6.37,6.85,-6.3,6.19,-2.06,7.991664002358156,-2.1015267552408217,3.120856949664452
1730826363523091200,11.1,0.22,11.16,-1.9,4.8,-6.34,6.86,-6.31,6.21,-1.99,7.959669916139578,-2.1030643619457248,3.121101860701026
1730826363623148544,11.1,0.22,11.16,-1.9,4.76,-6.32,6.88,-6.32,6.22,-1.93,7.936008577912807,-2.1013207075353355,3.1214537412323025
1730826363723105536,11.1,0.22,11.16,-1.9,4.72,-6.29,6.89,-6.33,6.24,-1.86,7.903268024220775,-2.0996761355648843,3.1207148237603914
1730826363823156480,11.1,0.22,11.16,-1.91,4.69,-6.26,6.9,-6.34,6.26,-1.8,7.86733655099434,-2.095170832212949,3.1209826264741674
1730826363923158528,11.1,0.22,11.16,-1.9,4.7,-6.29,6.91,-6.34,6.29,-1.77,7.828248189783373,-2.0908658921655587,3.118514852944506
1730826364023182336,11.1,0.22,11.17,-1.9,4.72,-6.31,6.91,-6.33,6.33,-1.74,7.817436856390046,-2.088555397000249,3.1190767397310326
1730826364123070464,11.1,0.22,11.17,-1.89,4.73,-6.34,6.91,-6.33,6.36,-1.71,7.815660574112435,-2.089992133583224,3.1194766339463817
1730826364223143424,11.1,0.22,11.18,-1.89,4.75,-6.36,6.91,-6.33,6.4,-1.68,7.816180423333028,-2.093295039154664,3.1203116548590044
1730826364323238656,11.1,0.22,11.18,-1.88,4.76,-6.39,6.91,-6.32,6.43,-1.65,7.814824000845745,-2.0893538488335497,3.120130539975633
1730826364423220480,11.1,0.22,11.19,-1.88,4.78,-6.41,6.91,-6.32,6.47,-1.62,7.8133827840389465,-2.090240489239172,3.120286882858243
1730826364523235584,11.1,0.22,11.19,-1.87,4.79,-6.43,6.91,-6.32,6.5,-1.59,7.813252718160095,-2.0893452390460734,3.1198345757681576
1730826364623122432,11.1,0.22,11.2,-1.87,4.81,-6.46,6.91,-6.31,6.54,-1.56,7.811088776983555,-2.0904002070538628,3.1201341428029776
1730826364723226624,11.1,0.22,11.2,-1.86,4.82,-6.48,6.91,-6.31,6.57,-1.53,7.810857925424724,-2.0908475474112516,3.1200653991218865
1730826364823213568,11.1,0.22,11.21,-1.86,4.84,-6.51,6.92,-6.31,6.61,-1.5,7.809924892311681,-2.089415712744917,3.1207724478603596
1730826364923143424,11.1,0.22,11.21,-1.85,4.88,-6.52,6.9,-6.32,6.64,-1.49,7.809476381686224,-2.08964677866913,3.120683260163287
1730826365023090688,11.1,0.22,11.22,-1.85,4.92,-6.53,6.89,-6.33,6.67,-1.47,7.806664465070623,-2.089544271010232,3.1209235245587696
1730826365123243520,11.1,0.22,11.22,-1.84,4.97,-6.54,6.88,-6.34,6.71,-1.45,7.8102198960978875,-2.0899739594061115,3.1208679765107745
1730826365223085312,11.1,0.22,11.23,-1.84,5.01,-6.55,6.87,-6.35,6.74,-1.44,7.809740713432035,-2.0909241829056997,3.121007385635512
1730826365323065600,11.1,0.22,11.23,-1.83,5.06,-6.57,6.86,-6.36,6.77,-1.42,7.810239558474828,-2.0908827980792073,3.1208134363777513
1730826365423132416,11.1,0.22,11.24,-1.83,5.1,-6.58,6.85,-6.37,6.81,-1.4,7.807575644856543,-2.0905868546536643,3.120595916966226
1730826365523102464,11.1,0.22,11.24,-1.82,5.15,-6.59,6.83,-6.38,6.84,-1.39,7.808142819686655,-2.089998444136741,3.1209408788671675
1730826365623112448,11.1,0.22,11.25,-1.82,5.19,-6.6,6.82,-6.39,6.87,-1.37,7.808521020139121,-2.0894008544811564,3.121106055098897
1730826365723182336,11.1,0.21,11.25,-1.81,5.24,-6.61,6.81,-6.4,6.9,-1.35,7.808070183083707,-2.089249433142511,3.12072387945
1730826365823083520,11.1,0.21,11.25,-1.81,5.28,-6.62,6.8,-6.41,6.94,-1.34,7.80834422652152,-2.0886050106146823,3.1208142530925125
1730826365923080448,11.1,0.21,11.25,-1.82,5.32,-6.62,6.79,-6.41,6.95,-1.34,7.807517939583576,-2.0888127063462516,3.1209014887933244
1730826366023093504,11.1,0.21,11.25,-1.82,5.37,-6.61,6.78,-6.42,6.95,-1.34,7.807793516641468,-2.088782106466445,3.1210305618790115
1730826366123152384,11.1,0.21,11.24,-1.83,5.41,-6.6,6.77,-6.42,6.96,-1.34,7.806924521399068,-2.0887305162336625,3.120868577963638
1730826366223177472,11.1,0.21,11.24,-1.84,5.45,-6.59,6.77,-6.42,6.97,-1.34,7.807982908688322,-2.089515219084724,3.1206423817555318
1730826366323173376,11.1,0.21,11.23,-1.84,5.49,-6.59,6.76,-6.42,6.98,-1.34,7.79516003731038,-2.09015303180737,3.124833825330255
1730826366423198464,11.1,0.21,11.23,-1.85,5.53,-6.58,6.75,-6.42,6.99,-1.34,7.790844844412325,-2.087994836493418,3.1234181542666914
1730826366523017472,11.1,0.21,11.22,-1.86,5.58,-6.57,6.74,-6.42,7.0,-1.34,7.780389123176297,-2.0876795919746884,3.1287577148768886
